Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Injuries
Accident,LAX97LA097,1997-02-07,"LOS ANGELES, CA",United States,Non-Fatal,Substantial,unknown,cessna,310Q,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Approach,2.0
Accident,ATL97LA039,1997-02-07,"GULFPORT, MS",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,LAX97LA101,1997-02-08,"BIG BEAR CITY, CA",United States,Non-Fatal,Substantial,unknown,cessna,210H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,LAX97LA099,1997-02-08,"FIREBAUGH, CA",United States,Non-Fatal,Substantial,unknown,ayres,S2R-T65,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,CHI97LA068,1997-02-08,"WEST CHICAGO, IL",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,LAX97LA100,1997-02-09,"MADERA, CA",United States,Non-Fatal,Destroyed,unknown,piper,PA-22-150,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,0.0
Accident,ATL97LA040,1997-02-09,"WINTER HAVEN, FL",United States,Non-Fatal,Substantial,unknown,cessna,150F,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Approach,0.0
Accident,MIA97LA083,1997-02-10,"WESTON, FL",United States,Non-Fatal,Substantial,unknown,cessna,210L,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,MIA97WA100,1997-02-11,"CHALLAO, Argentina",Argentina,Fatal(1),Destroyed,unknown,cessna,T210,No,0.0,Unknown,unknown,1.0,0.0,0.0,0.0,UNK,unknown,1.0
Accident,LAX97FAMS2,1997-02-11,"AVALON, CA",United States,Fatal(1),Destroyed,unknown,piper,PA-28-161,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Unknown,1.0
Accident,LAX97LA102,1997-02-11,"SAN MARTIN, CA",United States,Non-Fatal,Substantial,unknown,green,COZY III,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,0.0
Accident,FTW97LA102,1997-02-11,"HOBBS, NM",United States,Non-Fatal,Substantial,unknown,cessna,210-5,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,2.0
Accident,ATL97LA041,1997-02-12,"WINSTON SALEM, NC",United States,Non-Fatal,Substantial,unknown,piper,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Incident,ATL97IA042,1997-02-13,"ATLANTA, GA",United States,Incident,Minor,unknown,boeing,727-232,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,92.0,IMC,Takeoff,0.0
Accident,LAX97LA103,1997-02-13,"SAN PABLO BAY, CA",United States,Non-Fatal,Substantial,unknown,cessna,172F,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,LAX97LA104,1997-02-14,"LIVINGSTON, CA",United States,Fatal(1),Destroyed,unknown,piper,PA-18A,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,FTW97FA103,1997-02-14,"FARMINGTON, NM",United States,Fatal(5),Destroyed,unknown,piper,PA-24-250,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,Takeoff,5.0
Accident,NYC97LA054,1997-02-14,"COVINGTON, KY",United States,Non-Fatal,Substantial,unknown,cessna,208B,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,Approach,0.0
Accident,SEA97LA064,1997-02-15,"PRICE, UT",United States,Non-Fatal,Substantial,unknown,cessna,150J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,0.0
Accident,FTW97LA106,1997-02-15,"ROGERS, AR",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,2.0,VMC,Cruise,2.0
Accident,CHI97TA070,1997-02-15,"OCONTO, WI",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,LAX97GA105,1997-02-16,"SANTEE, CA",United States,Fatal(1),Substantial,unknown,mcdonnell douglas,369D,No,1.0,Turbo Shaft,Public Aircraft,1.0,1.0,0.0,0.0,VMC,Maneuvering,2.0
Accident,FTW97LA104,1997-02-16,"SAN ANTONIO, TX",United States,Non-Fatal,Substantial,unknown,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1.0
Incident,IAD97IA048,1997-02-17,"NEWARK, NJ",United States,Incident,Minor,unknown,mcdonnell douglas,MD-82,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,147.0,IMC,Landing,0.0
Accident,LAX97WA109,1997-02-17,"MULEGE, MEXICO",Mexico,Non-Fatal,Substantial,unknown,piper,PA-28,No,0.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,FTW97LA107,1997-02-18,"SALIDA, CO",United States,Non-Fatal,Substantial,unknown,piper,PA-32R-300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Takeoff,0.0
Accident,FTW97LA105,1997-02-18,"DANEVANG, TX",United States,Non-Fatal,Substantial,unknown,piper,PA-36-375,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,0.0
Accident,MIA97WA085,1997-02-19,"GUATEMALA CITY, Guatemala",Guatemala,Fatal(5),Destroyed,unknown,israel aircraft industries,1124A,No,0.0,Unknown,Executive/corporate,5.0,0.0,0.0,0.0,VMC,unknown,5.0
Accident,NYC97LA053,1997-02-19,"NANJEMOY, MD",United States,Non-Fatal,Substantial,unknown,piper,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0
Accident,IAD97LA050,1997-02-19,"TURNER, ME",United States,Non-Fatal,Substantial,unknown,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,IAD97GA049,1997-02-19,"LUCASVILLE, OH",United States,Non-Fatal,Substantial,unknown,enstrom,280C,No,1.0,Reciprocating,Public Aircraft,0.0,1.0,1.0,0.0,VMC,Takeoff,2.0
Incident,CHI97IA072,1997-02-20,"DES MOINES, IA",United States,Incident,Minor,unknown,mcdonnell douglas,DC-9-15,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,36.0,VMC,Cruise,0.0
Accident,CHI97FAMS1,1997-02-20,"CHICAGO, IL",United States,Fatal(2),Destroyed,unknown,cessna,T210N,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Descent,2.0
Accident,NYC97LA056,1997-02-20,"CLARKSVILLE, MD",United States,Non-Fatal,Substantial,unknown,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,MIA97WA086,1997-02-20,"ST. JOHNS, ANTIGUA AND BARBUDA",Antigua And Barbuda,Non-Fatal,Substantial,unknown,beech,B90,No,0.0,Unknown,unknown,0.0,0.0,0.0,6.0,VMC,unknown,0.0
Accident,ATL97LA043,1997-02-20,"BROOKSVILLE, FL",United States,Non-Fatal,Substantial,unknown,cessna,172M,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Takeoff,2.0
Accident,SEA97LA065,1997-02-21,"HOOD RIVER, OR",United States,Non-Fatal,Substantial,unknown,hughes,269C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,0.0
Accident,LAX97FA107,1997-02-21,"MILOLII, HI",United States,Non-Fatal,Substantial,unknown,hughes,369D,No,1.0,Turbo Shaft,Unknown,0.0,3.0,1.0,0.0,VMC,Cruise,4.0
Accident,SEA97LA063,1997-02-21,"JORDAN VALLEY, OR",United States,Non-Fatal,Substantial,unknown,maule,M-5-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,0.0
Accident,SEA97LA060,1997-02-21,"DELTA, UT",United States,Non-Fatal,Substantial,unknown,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX97FA108,1997-02-22,"HONOLULU, HI",United States,Non-Fatal,Destroyed,unknown,beech,H18,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Takeoff,2.0
Accident,CHI97LA071,1997-02-22,"POINT LOOKOUT, MO",United States,Non-Fatal,Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Landing,1.0
Accident,ANC97LA027,1997-02-22,"CHEVAK, AK",United States,Non-Fatal,Substantial,unknown,cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,Approach,0.0
Accident,SEA97LA062,1997-02-22,"BILLINGS, MT",United States,Non-Fatal,Substantial,unknown,hall,KITFOX,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,2.0
Accident,SEA97LA061,1997-02-22,"MORGAN, UT",United States,Non-Fatal,Substantial,unknown,luscombe,8A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX97LA113,1997-02-23,"PETALUMA, CA",United States,Non-Fatal,Substantial,unknown,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,LAX97LA106,1997-02-23,"RUBIDOUX, CA",United States,Non-Fatal,Substantial,unknown,aeronca,7AC,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2.0
Accident,FTW97LA108,1997-02-23,"BROWNSVILLE, TX",United States,Non-Fatal,Substantial,unknown,cessna,R172K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Approach,0.0
Accident,ATL97LA044,1997-02-23,"RALEIGH, NC",United States,Non-Fatal,Substantial,unknown,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,ANC97LA078,1997-02-23,"KETCHIKAN, AK",United States,Non-Fatal,Substantial,unknown,cessna,185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,0.0
Accident,ANC97LA028,1997-02-23,"DELTA JUNCTION, AK",United States,Non-Fatal,Substantial,unknown,cessna,185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,0.0
Accident,LAX97LA110,1997-02-24,"MOUNTAIN SPRING, NV",United States,Non-Fatal,Destroyed,unknown,bell,206B,No,1.0,Turbo Shaft,Unknown,0.0,1.0,2.0,0.0,VMC,Approach,3.0
Accident,SEA97LA068,1997-02-24,"ARLINGTON, WA",United States,Non-Fatal,Substantial,unknown,hemingway,VARIEZE,Yes,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Taxi,1.0
Accident,LAX97LA111,1997-02-24,"PALO ALTO, CA",United States,Non-Fatal,Substantial,unknown,piper,PA-28-236,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,IAD97LA051,1997-02-24,"MARION, OH",United States,Non-Fatal,Substantial,unknown,hughes,369HS,No,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,SEA97LA066,1997-02-25,"COLLEGE PLACE, WA",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,LAX97LA114,1997-02-25,"GALT, CA",United States,Non-Fatal,Substantial,unknown,hoac austria,DV-20,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,CHI97LA077,1997-02-25,"MATHERVILLE, IL",United States,Non-Fatal,Substantial,unknown,beech,A36,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,0.0
Accident,ANC97LA029,1997-02-25,"GOLOVIN, AK",United States,Non-Fatal,Substantial,unknown,cessna,337C,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,ANC97LA030,1997-02-26,"DILLINGHAM, AK",United States,Non-Fatal,Substantial,unknown,piper,PA-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,IMC,Takeoff,0.0
Accident,MIA97LA088,1997-02-27,"GREENVILLE, SC",United States,Non-Fatal,Destroyed,unknown,learjet,LR35,No,2.0,Turbo Fan,Positioning,0.0,0.0,1.0,1.0,VMC,Landing,1.0
Accident,MIA97LA087,1997-02-27,"CALHOUN, GA",United States,Non-Fatal,Destroyed,unknown,cessna,310R,No,2.0,Reciprocating,Executive/corporate,0.0,2.0,0.0,0.0,IMC,Descent,2.0
Accident,FTW97LA110,1997-02-27,"PLAQUEMINE, LA",United States,Fatal(2),Destroyed,unknown,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,IMC,Cruise,2.0
Accident,FTW97FA109,1997-02-27,"HOUSTON, TX",United States,Fatal(1),Destroyed,unknown,keating,QUICKIE II,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,1.0
Accident,MIA97LA090,1997-02-28,"JACKSON, TN",United States,Non-Fatal,Substantial,unknown,cessna,172P,No,1.0,Reciprocating,Unknown,0.0,1.0,1.0,0.0,VMC,Taxi,2.0
Incident,FTW97IA112,1997-03-01,"DENVER, CO",United States,Incident,Minor,unknown,boeing,757-2S7,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,101.0,VMC,Taxi,0.0
Accident,FTW97LA111,1997-03-01,"PUEBLO, CO",United States,Non-Fatal,Substantial,unknown,cessna,TR182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,MIA97WA092,1997-03-02,"CARACAS, Venezuela",Venezuela,Fatal(6),Destroyed,unknown,cessna,402A,No,0.0,Unknown,Unknown,6.0,0.0,0.0,0.0,UNK,unknown,6.0
Accident,MIA97LA091,1997-03-02,"WAUCHULA, FL",United States,Fatal(1),Destroyed,unknown,hackett,WINDEX 1200C,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,1.0
Accident,LAX97LA116,1997-03-02,"MORRISTOWN, AZ",United States,Non-Fatal,Destroyed,unknown,beech,J35,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,2.0
Accident,SEA97FA067,1997-03-02,"SALT LAKE CITY, UT",United States,Fatal(1),Substantial,unknown,beech,200,No,2.0,Turbo Prop,Executive/corporate,1.0,3.0,0.0,0.0,IMC,Approach,4.0
Accident,NYC97LA059,1997-03-02,"PITTSTOWN, NJ",United States,Non-Fatal,Substantial,unknown,beech,J35,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,CHI97LA076,1997-03-02,"WEST CHICAGO, IL",United States,Non-Fatal,Substantial,unknown,piper,PA-28-235,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Climb,2.0
Incident,DCA97IA030,1997-03-03,"ATLANTA, GA",United States,Incident,Minor,unknown,boeing,727F,Yes,0.0,Unknown,Unknown,0.0,0.0,0.0,0.0,UNK,Standing,0.0
Accident,MIA97LA096,1997-03-03,"HUNTSVILLE, AL",United States,Non-Fatal,Substantial,unknown,cessna,182E,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Descent,1.0
Accident,LAX97LA117,1997-03-03,"ALPINE, CA",United States,Non-Fatal,Substantial,unknown,bellanca,8KCAB,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,0.0
Accident,FTW97TA115,1997-03-03,"LAREDO, TX",United States,Non-Fatal,Substantial,unknown,piper,PA-18-150,No,1.0,Reciprocating,Public Aircraft,0.0,0.0,1.0,0.0,VMC,Landing,1.0
Accident,FTW97LA114,1997-03-04,"JAMAICA BEACH, TX",United States,Non-Fatal,Destroyed,unknown,bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,4.0,IMC,Cruise,1.0
Accident,MIA97LA094,1997-03-04,"TAMPA, FL",United States,Non-Fatal,Substantial,unknown,piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,0.0
Accident,MIA97LA093,1997-03-04,"NASHVILLE, GA",United States,Non-Fatal,Substantial,unknown,beech,E35,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,2.0
Accident,FTW97LA113,1997-03-04,"THIBODAUX, LA",United States,Non-Fatal,Substantial,unknown,piper,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,MIA97FA095,1997-03-05,"MERIDIANVILLE, AL",United States,Fatal(3),Destroyed,unknown,cessna,T210L,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Takeoff,3.0
Accident,IAD97FA052,1997-03-05,"CLEVELAND, OH",United States,Non-Fatal,Substantial,unknown,mcdonnell douglas,DC-9-82,No,2.0,Turbo Fan,Unknown,0.0,0.0,3.0,106.0,IMC,Landing,3.0
Accident,ATL97LA046,1997-03-05,"FERNANDINA BCH, FL",United States,Non-Fatal,Substantial,unknown,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,0.0
Accident,ATL97LA045,1997-03-05,"AIKENS, SC",United States,Non-Fatal,Substantial,unknown,bellanca,17-30,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,NYC97FA057,1997-03-06,"MABIE, WV",United States,Fatal(2),Destroyed,unknown,beech,E-18S,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,Cruise,2.0
Accident,FTW97LA118,1997-03-06,"HUDSON, CO",United States,Non-Fatal,Substantial,unknown,ryan,NAVION A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,FTW97LA117,1997-03-06,"NEWKIRK, OK",United States,Non-Fatal,Substantial,unknown,grumman,G-164,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,0.0
Accident,CHI97LA079,1997-03-06,"MONROE, MI",United States,Non-Fatal,Substantial,unknown,bellanca,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,SEA97FA070,1997-03-07,"BOISE, ID",United States,Fatal(3),Destroyed,unknown,piper,PA-24-250,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,3.0
Accident,DCA97WA032,1997-03-07,"PASEO LAS PALMA, Costa Rica",Costa Rica,Non-Fatal,Destroyed,Airplane,britten-norman,BN2A-26,No,0.0,Unknown,Unknown,0.0,1.0,6.0,0.0,IMC,unknown,7.0
Accident,ANC97FA031,1997-03-07,"SITKA, AK",United States,Fatal(2),Destroyed,unknown,buesing,SX-300,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,2.0
Accident,CHI97LA081,1997-03-07,"MOSINEE, WI",United States,Non-Fatal,Substantial,unknown,piper,PA-28-181,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC,Maneuvering,0.0
Accident,ATL97LA047,1997-03-07,"HAMPTON, GA",United States,Non-Fatal,Substantial,unknown,convair,240-27,No,2.0,Reciprocating,Positioning,0.0,0.0,1.0,1.0,VMC,Climb,1.0
Accident,LAX97LA115,1997-03-08,"MARINA, CA",United States,Non-Fatal,Substantial,unknown,ryan,NAVION,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,ATL97LA049,1997-03-08,"MADISON, MS",United States,Non-Fatal,Substantial,unknown,cessna,441,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,5.0,VMC,Landing,0.0
Accident,ANC97LA032,1997-03-08,"WILLOW, AK",United States,Non-Fatal,Substantial,unknown,cessna,170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,0.0
Accident,IAD97LA062,1997-03-09,"WOODBINE, MD",United States,Non-Fatal,Substantial,unknown,schweizer,SGS-233A,No,0.0,Unknown,Personal,0.0,0.0,2.0,0.0,VMC,Approach,2.0
Accident,IAD97LA053,1997-03-09,"WEIRS CAVE, VA",United States,Non-Fatal,Substantial,unknown,cessna,175,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,0.0
Accident,CHI97LA080,1997-03-09,"TWO HARBORS, MN",United States,Non-Fatal,Substantial,unknown,champion,7GCB,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,ANC97LA033,1997-03-09,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,unknown,cessna,337T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Incident,FTW97IA119,1997-03-10,"DFW AIRPORT, TX",United States,Incident,Minor,unknown,boeing,727-2K5,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,4.0,VMC,Takeoff,0.0
Accident,LAX97LA121,1997-03-10,"WINTERS, CA",United States,Non-Fatal,Substantial,unknown,grumman,G-164B,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX97LA119,1997-03-10,"OAKLAND, CA",United States,Non-Fatal,Substantial,unknown,cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,FTW97LA116,1997-03-10,"CLEVELAND, OK",United States,Non-Fatal,Substantial,unknown,cessna,172P,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,LAX97LA120,1997-03-11,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,unknown,mcdonnell douglas,MD 369HS,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Approach,0.0
Accident,MIA97LA099,1997-03-11,"LABELLE, FL",United States,Non-Fatal,Destroyed,unknown,bell,UH-1B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,2.0,0.0,VMC,Maneuvering,2.0
Accident,ATL97LA048,1997-03-11,"BUNNELL, FL",United States,Fatal(2),Destroyed,unknown,bill parson,PARSON 2+2,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2.0
Accident,SEA97LA069,1997-03-11,"NORTH BEND, OR",United States,Non-Fatal,Substantial,unknown,gulfstream american,AA-5A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,0.0
Accident,CHI97LA085,1997-03-11,"MARQUETTE, MI",United States,Non-Fatal,Substantial,unknown,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Cruise,1.0
Accident,LAX97LA122,1997-03-12,"CAMP PENDELTON, CA",United States,Non-Fatal,Substantial,unknown,columbia,XJ-7,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Maneuvering,0.0
Accident,CHI97LA086,1997-03-12,"GREENCASTLE, IN",United States,Non-Fatal,Substantial,unknown,grumman american,AG5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,0.0
Accident,CHI97LA082,1997-03-12,"KIRKSVILLE, MO",United States,Non-Fatal,Substantial,unknown,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,ANC97LA034,1997-03-13,"ILIAMNA, AK",United States,Non-Fatal,Substantial,unknown,piper,PA-16,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,0.0
Accident,MIA97FA097,1997-03-14,"ANDREWS, NC",United States,Fatal(2),Destroyed,unknown,piper,PA-24-260,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Descent,2.0
Accident,CHI97FA083,1997-03-14,"DETROIT, MI",United States,Non-Fatal,Substantial,unknown,mcdonnell douglas,DC-9-87,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,111.0,IMC,Takeoff,0.0
Accident,SEA97LA072,1997-03-14,"GLIDE, OR",United States,Non-Fatal,Substantial,unknown,hiller,UH-12E,No,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,0.0,VMC,Maneuvering,1.0
Accident,NYC97LA060,1997-03-14,"SANFORD, ME",United States,Non-Fatal,Substantial,unknown,piper,PA-28-161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,0.0
Accident,IAD97WA088,1997-03-14,"LEBURY, UNITED KINGDOM",United Kingdom,Non-Fatal,Substantial,unknown,beech,A-36,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,LAX97FA123,1997-03-15,"PACOIMA, CA",United States,Fatal(2),Destroyed,unknown,ercoupe (eng & research corp.),415-D,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,2.0
Accident,FTW97RA126,1997-03-15,"LOFSSJON, Sweden",Sweden,Fatal(1),Destroyed,unknown,bell,205A1,No,0.0,Unknown,Other Work Use,1.0,0.0,1.0,0.0,UNK,unknown,2.0
Accident,FTW97LA125,1997-03-15,"HARTSEL, CO",United States,Non-Fatal,Destroyed,unknown,piper,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,0.0
Accident,FTW97LA124,1997-03-15,"FORT COLLINS, CO",United States,Non-Fatal,Destroyed,unknown,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Takeoff,1.0
Accident,CHI97FA084B,1997-03-15,"NEWTON, WI",United States,Fatal(4),Destroyed,unknown,beech,A36,No,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Cruise,4.0
Accident,CHI97FA084A,1997-03-15,"NEWTON, WI",United States,Fatal(4),Destroyed,unknown,douglas,DC-3C/BT-67R,No,2.0,Turbo Prop,Unknown,4.0,0.0,0.0,0.0,VMC,Cruise,4.0
Incident,ANC97IA035,1997-03-15,"KOTZEBUE, AK",United States,Incident,Minor,unknown,piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Cruise,0.0
Accident,MIA97LA098,1997-03-15,"NASHVILLE, TN",United States,Non-Fatal,Substantial,unknown,piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,LAX97LA128,1997-03-15,"SANTA BARBARA, CA",United States,Non-Fatal,Substantial,unknown,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,0.0
Accident,FTW97FA122,1997-03-15,"WESTMINSTER, TX",United States,Fatal(2),Substantial,unknown,piper,PA-28R-200,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,VMC,Maneuvering,4.0
